LGA_CODE_2016,LGA_NAME_2016,SA3_CODE_2021,SA3_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
25990,Pyrenees (S),21501,Grampians,0.0061029,Good,Poor,1
25990,Pyrenees (S),20103,Maryborough - Pyrenees,0.9938971,Acceptable,Poor,0
26080,Queenscliffe (B),20303,Surf Coast - Bellarine Peninsula,1,Poor,Poor,0
26170,South Gippsland (S),20501,Baw Baw,0.0004541,Good,Poor,1
26170,South Gippsland (S),20504,Latrobe Valley,0.0026531,Good,Poor,1
26170,South Gippsland (S),20503,Gippsland - South West,0.9968928,Good,Poor,0
26260,Southern Grampians (S),21704,Warrnambool,0.0011963,Good,Poor,1
26260,Southern Grampians (S),21701,Glenelg - Southern Grampians,0.9988037,Good,Poor,0
26350,Stonnington (C),20804,Stonnington - East,0.3988027,Poor,Poor,0
26350,Stonnington (C),20606,Stonnington - West,0.6011973,Poor,Poor,0
26430,Strathbogie (S),20402,Wangaratta - Benalla,0.0023347,Good,Poor,1
26430,Strathbogie (S),20401,Upper Goulburn Valley,0.9976653,Acceptable,Poor,0
26490,Surf Coast (S),21703,Colac - Corangamite,0.0008149,Good,Poor,1
26490,Surf Coast (S),20301,Barwon - West,0.1948992,Poor,Poor,0
26490,Surf Coast (S),20303,Surf Coast - Bellarine Peninsula,0.804286,Poor,Poor,0
26610,Swan Hill (RC),21503,Murray River - Swan Hill,1,Good,Poor,0
26670,Towong (S),20403,Wodonga - Alpine,1,Good,Poor,0
26700,Wangaratta (RC),20402,Wangaratta - Benalla,1,Good,Poor,0
26730,Warrnambool (C),21704,Warrnambool,1,Good,Poor,0
26810,Wellington (S),20502,Gippsland - East,0.0026353,Good,Poor,1
26810,Wellington (S),20505,Wellington,0.9973647,Good,Poor,0
26890,West Wimmera (S),21501,Grampians,1,Good,Poor,0
26980,Whitehorse (C),21104,Whitehorse - East,0.3715074,Poor,Poor,0
26980,Whitehorse (C),20703,Whitehorse - West,0.6284926,Poor,Poor,0
27070,Whittlesea (C),20904,Whittlesea - Wallan,1,Good,Poor,0
27170,Wodonga (C),20403,Wodonga - Alpine,1,Good,Poor,0
27260,Wyndham (C),21305,Wyndham,1,Good,Poor,0
27350,Yarra (C),20607,Yarra,1,Good,Poor,0
27450,Yarra Ranges (S),21101,Knox,0.000281,Good,Poor,1
27450,Yarra Ranges (S),20401,Upper Goulburn Valley,0.0012446,Acceptable,Poor,1
27450,Yarra Ranges (S),21201,Cardinia,0.0022478,Good,Poor,1
27450,Yarra Ranges (S),21102,Manningham - East,0.0026424,Poor,Poor,1
27450,Yarra Ranges (S),21105,Yarra Ranges,0.9935842,Good,Poor,0
27630,Yarriambiack (S),21501,Grampians,1,Good,Poor,0
29399,Unincorporated Vic,20501,Baw Baw,0.0362872,Good,Poor,0
29399,Unincorporated Vic,20503,Gippsland - South West,0.1338011,Good,Poor,0
29399,Unincorporated Vic,20401,Upper Goulburn Valley,0.2800494,Acceptable,Poor,0
29399,Unincorporated Vic,20403,Wodonga - Alpine,0.5498623,Good,Poor,0
29499,No usual address (Vic.),29999,No usual address (Vic.),1,Good,Poor,0
29799,Migratory - Offshore - Shipping (Vic.),29797,Migratory - Offshore - Shipping (Vic.),1,Good,Poor,0
30250,Aurukun (S),31501,Far North,1,Acceptable,Poor,0
30300,Balonne (S),30701,Darling Downs (West) - Maranoa,1,Acceptable,Poor,0
30370,Banana (S),30804,Biloela,1,Good,Poor,0
30410,Barcaldine (R),31503,Outback - South,1,Good,Poor,0
30450,Barcoo (S),31503,Outback - South,1,Good,Poor,0
30760,Blackall-Tambo (R),31503,Outback - South,1,Good,Poor,0
30900,Boulia (S),31503,Outback - South,1,Good,Poor,0
31000,Brisbane (C),31002,Ipswich Hinterland,2.70E-06,Poor,Poor,1
31000,Brisbane (C),31305,Redcliffe,0.0003248,Poor,Poor,1
31000,Brisbane (C),31003,Ipswich Inner,0.0054802,Poor,Poor,1
31000,Brisbane (C),30101,Capalaba,0.0065537,Poor,Poor,1
31000,Brisbane (C),30401,Centenary,0.028818,Poor,Poor,0
31000,Brisbane (C),30203,Nundah,0.0342579,Poor,Poor,0
31000,Brisbane (C),30304,Nathan,0.0344819,Poor,Poor,0
31000,Brisbane (C),30502,Brisbane Inner - East,0.0359797,Poor,Poor,0
31000,Brisbane (C),30201,Bald Hills - Everton Park,0.0362011,Poor,Poor,0
31000,Brisbane (C),30402,Kenmore - Brookfield - Moggill,0.0402695,Poor,Poor,0
31000,Brisbane (C),30404,The Gap - Enoggera,0.0437345,Poor,Poor,0
31000,Brisbane (C),30306,Sunnybank,0.0440672,Poor,Poor,0
31000,Brisbane (C),30301,Carindale,0.0445204,Poor,Poor,0
31000,Brisbane (C),30403,Sherwood - Indooroopilly,0.0452754,Poor,Poor,0
31000,Brisbane (C),30504,Brisbane Inner - West,0.0493452,Poor,Poor,0
31000,Brisbane (C),30204,Sandgate,0.0514292,Poor,Poor,0
31000,Brisbane (C),30305,Rocklea - Acacia Ridge,0.0527541,Poor,Poor,0
31000,Brisbane (C),30501,Brisbane Inner,0.0585442,Poor,Poor,0
31000,Brisbane (C),30103,Wynnum - Manly,0.0608816,Poor,Poor,0
31000,Brisbane (C),30202,Chermside,0.0609827,Poor,Poor,0
31000,Brisbane (C),30302,Holland Park - Yeronga,0.0629906,Poor,Poor,0
31000,Brisbane (C),30303,Mt Gravatt,0.0631254,Poor,Poor,0
31000,Brisbane (C),31001,Forest Lake - Oxley,0.0639421,Poor,Poor,0
31000,Brisbane (C),30503,Brisbane Inner - North,0.076038,Poor,Poor,0
31750,Bulloo (S),31503,Outback - South,1,Good,Poor,0
31820,Bundaberg (R),31902,Burnett,0.0552547,Good,Poor,0
31820,Bundaberg (R),31901,Bundaberg,0.9447453,Good,Poor,0
31900,Burdekin (S),31802,Townsville,0.003315,Good,Poor,1
31900,Burdekin (S),31801,Charters Towers - Ayr - Ingham,0.996685,Good,Poor,0
31950,Burke (S),31502,Outback - North,1,Good,Poor,0
32080,Cairns (R),30603,Innisfail - Cassowary Coast,0.0221427,Good,Poor,0
32080,Cairns (R),30601,Cairns - North,0.335581,Poor,Poor,0
32080,Cairns (R),30602,Cairns - South,0.6422763,Poor,Poor,0
32250,Carpentaria (S),31502,Outback - North,1,Good,Poor,0
32260,Cassowary Coast (R),30603,Innisfail - Cassowary Coast,1,Good,Poor,0
32270,Central Highlands (R) (Qld),30801,Central Highlands (Qld),1,Good,Poor,0
32310,Charters Towers (R),31801,Charters Towers - Ayr - Ingham,1,Good,Poor,0
32330,Cherbourg (S),31902,Burnett,1,Good,Poor,0
32450,Cloncurry (S),31502,Outback - North,1,Good,Poor,0
32500,Cook (S),31501,Far North,1,Acceptable,Poor,0
32600,Croydon (S),31501,Far North,1,Acceptable,Poor,0
32750,Diamantina (S),31503,Outback - South,1,Good,Poor,0
32770,Doomadgee (S),31502,Outback - North,1,Good,Poor,0
32810,Douglas (S),31501,Far North,0.0096632,Acceptable,Poor,1
32810,Douglas (S),30604,Port Douglas - Daintree,0.9903368,Good,Poor,0
33100,Etheridge (S),31501,Far North,1,Acceptable,Poor,0
33200,Flinders (S) (Qld),31502,Outback - North,1,Good,Poor,0
33220,Fraser Coast (R),31903,Gympie - Cooloola,8.98E-05,Good,Poor,1
33220,Fraser Coast (R),31905,Maryborough,0.4382547,Poor,Poor,0
33220,Fraser Coast (R),31904,Hervey Bay,0.5616555,Poor,Poor,0
33360,Gladstone (R),30805,Gladstone,1,Good,Poor,0
33430,Gold Coast (C),30904,Gold Coast Hinterland,0.0076748,Poor,Poor,1
33430,Gold Coast (C),30905,Mudgeeraba - Tallebudgera,0.0603946,Poor,Poor,0
33430,Gold Coast (C),30910,Surfers Paradise,0.0728705,Poor,Poor,0
33430,Gold Coast (C),30908,Robina,0.0885106,Poor,Poor,0
33430,Gold Coast (C),30902,Coolangatta,0.0959657,Poor,Poor,0
33430,Gold Coast (C),30909,Southport,0.1052585,Poor,Poor,0
33430,Gold Coast (C),30901,Broadbeach - Burleigh,0.1108116,Poor,Poor,0
33430,Gold Coast (C),30903,Gold Coast - North,0.1186616,Poor,Poor,0
33430,Gold Coast (C),30906,Nerang,0.1214976,Poor,Poor,0
33430,Gold Coast (C),30907,Ormeau - Oxenford,0.2183544,Poor,Poor,0
33610,Goondiwindi (R),30701,Darling Downs (West) - Maranoa,1,Acceptable,Poor,0
33620,Gympie (R),31902,Burnett,0.0002023,Good,Poor,1
33620,Gympie (R),31905,Maryborough,0.001516,Poor,Poor,1
33620,Gympie (R),31903,Gympie - Cooloola,0.9982817,Good,Poor,0
33800,Hinchinbrook (S),31801,Charters Towers - Ayr - Ingham,1,Good,Poor,0
33830,Hope Vale (S),31501,Far North,1,Acceptable,Poor,0
33960,Ipswich (C),31002,Ipswich Hinterland,0.0596248,Poor,Poor,0
33960,Ipswich (C),31004,Springfield - Redbank,0.4334684,Poor,Poor,0
33960,Ipswich (C),31003,Ipswich Inner,0.5069068,Poor,Poor,0
33980,Isaac (R),31201,Bowen Basin - North,1,Acceptable,Poor,0
34420,Kowanyama (S),31501,Far North,1,Acceptable,Poor,0
34530,Livingstone (S),30803,Rockhampton,1,Good,Poor,0
34570,Lockhart River (S),31501,Far North,1,Acceptable,Poor,0
34580,Lockyer Valley (R),31701,Toowoomba,0.4872631,Acceptable,Poor,0
34580,Lockyer Valley (R),31002,Ipswich Hinterland,0.5127369,Poor,Poor,0
34590,Logan (C),31102,Beenleigh,0.1347509,Poor,Poor,0
34590,Logan (C),31104,Jimboomba,0.150593,Poor,Poor,0
34590,Logan (C),31105,Loganlea - Carbrook,0.1969407,Poor,Poor,0
34590,Logan (C),31106,Springwood - Kingston,0.2544215,Poor,Poor,0
34590,Logan (C),31103,Browns Plains,0.2632939,Poor,Poor,0
34710,Longreach (R),31503,Outback - South,1,Good,Poor,0
34770,Mackay (R),31202,Mackay,1,Good,Poor,0
34800,McKinlay (S),31502,Outback - North,1,Good,Poor,0
34830,Mapoon (S),31501,Far North,1,Acceptable,Poor,0
34860,Maranoa (R),30701,Darling Downs (West) - Maranoa,1,Acceptable,Poor,0
34880,Mareeba (S),31501,Far North,0.2768085,Acceptable,Poor,0
34880,Mareeba (S),30605,Tablelands (East) - Kuranda,0.7231915,Acceptable,Poor,0
35010,Moreton Bay (R),31303,Caboolture Hinterland,0.0163266,Poor,Poor,0
35010,Moreton Bay (R),31301,Bribie - Beachmere,0.0777424,Poor,Poor,0
35010,Moreton Bay (R),31403,Strathpine,0.0876811,Poor,Poor,0
35010,Moreton Bay (R),31305,Redcliffe,0.138675,Poor,Poor,0
35010,Moreton Bay (R),31304,Narangba - Burpengary,0.1484044,Poor,Poor,0
35010,Moreton Bay (R),31302,Caboolture,0.1591363,Poor,Poor,0
35010,Moreton Bay (R),31402,North Lakes,0.1687314,Poor,Poor,0
35010,Moreton Bay (R),31401,The Hills District,0.2033029,Poor,Poor,0
35250,Mornington (S),31502,Outback - North,1,Good,Poor,0
35300,Mount Isa (C),31502,Outback - North,1,Good,Poor,0
35600,Murweh (S),31503,Outback - South,1,Good,Poor,0
35670,Napranum (S),31501,Far North,1,Acceptable,Poor,0
35740,Noosa (S),31608,Noosa Hinterland,0.3524655,Poor,Poor,0
35740,Noosa (S),31605,Noosa,0.6475345,Poor,Poor,0
35760,North Burnett (R),31902,Burnett,1,Good,Poor,0
35780,Northern Peninsula Area (R),31501,Far North,1,Acceptable,Poor,0
35790,Palm Island (S),31801,Charters Towers - Ayr - Ingham,1,Good,Poor,0
35800,Paroo (S),31503,Outback - South,1,Good,Poor,0
36070,Pormpuraaw (S),31501,Far North,1,Acceptable,Poor,0
36150,Quilpie (S),31503,Outback - South,1,Good,Poor,0
36250,Redland (C),30101,Capalaba,0.4371283,Poor,Poor,0
36250,Redland (C),30102,Cleveland - Stradbroke,0.5628717,Poor,Poor,0
36300,Richmond (S),31502,Outback - North,1,Good,Poor,0
36370,Rockhampton (R),30803,Rockhampton,1,Good,Poor,0
36510,Scenic Rim (R),31002,Ipswich Hinterland,0.2967217,Poor,Poor,0
36510,Scenic Rim (R),31101,Beaudesert,0.3472653,Poor,Poor,0
36510,Scenic Rim (R),30904,Gold Coast Hinterland,0.3560129,Poor,Poor,0
36580,Somerset (R),31303,Caboolture Hinterland,0.2190399,Poor,Poor,0
36580,Somerset (R),31002,Ipswich Hinterland,0.7809601,Poor,Poor,0
36630,South Burnett (R),31902,Burnett,1,Good,Poor,0
36660,Southern Downs (R),30703,Granite Belt,1,Acceptable,Poor,0
36720,Sunshine Coast (R),31608,Noosa Hinterland,0.0119836,Poor,Poor,0
36720,Sunshine Coast (R),31605,Noosa,0.0250548,Poor,Poor,0
36720,Sunshine Coast (R),31607,Nambour,0.1445602,Poor,Poor,0
36720,Sunshine Coast (R),31606,Sunshine Coast Hinterland,0.1685645,Poor,Poor,0
36720,Sunshine Coast (R),31601,Buderim,0.1852117,Poor,Poor,0
36720,Sunshine Coast (R),31603,Maroochy,0.1912219,Poor,Poor,0
36720,Sunshine Coast (R),31602,Caloundra,0.2734034,Poor,Poor,0
36820,Tablelands (R),30605,Tablelands (East) - Kuranda,1,Acceptable,Poor,0
36910,Toowoomba (R),30703,Granite Belt,0.0312067,Acceptable,Poor,0
36910,Toowoomba (R),30702,Darling Downs - East,0.1562925,Poor,Poor,0
36910,Toowoomba (R),31701,Toowoomba,0.8125008,Acceptable,Poor,0
36950,Torres (S),31501,Far North,1,Acceptable,Poor,0
36960,Torres Strait Island (R),31501,Far North,1,Acceptable,Poor,0
37010,Townsville (C),31802,Townsville,1,Good,Poor,0
37300,Weipa (T),31501,Far North,1,Acceptable,Poor,0
37310,Western Downs (R),30701,Darling Downs (West) - Maranoa,0.4907896,Acceptable,Poor,0
37310,Western Downs (R),30702,Darling Downs - East,0.5092104,Poor,Poor,0
37340,Whitsunday (R),31201,Bowen Basin - North,0.3765062,Acceptable,Poor,0
37340,Whitsunday (R),31203,Whitsunday,0.6234938,Poor,Poor,0
37400,Winton (S),31503,Outback - South,1,Good,Poor,0
37550,Woorabinda (S),30801,Central Highlands (Qld),1,Good,Poor,0
37570,Wujal Wujal (S),31501,Far North,1,Acceptable,Poor,0
37600,Yarrabah (S),30603,Innisfail - Cassowary Coast,1,Good,Poor,0
39499,No usual address (Qld),39999,No usual address (Qld),1,Good,Poor,0
39799,Migratory - Offshore - Shipping (Qld),39797,Migratory - Offshore - Shipping (Qld),1,Good,Poor,0
40070,Adelaide (C),40101,Adelaide City,1,Good,Poor,0
40120,Adelaide Hills (DC),40104,Campbelltown (SA),0.0092312,Good,Poor,1
40120,Adelaide Hills (DC),40102,Adelaide Hills,0.9907688,Good,Poor,0
40220,Alexandrina (DC),40701,Fleurieu - Kangaroo Island,1,Good,Poor,0
40250,Anangu Pitjantjatjara (AC),40602,Outback - North and East,1,Good,Poor,0
40310,Barossa (DC),40201,Gawler - Two Wells,0.0233854,Acceptable,Poor,0
40310,Barossa (DC),40501,Barossa,0.9766146,Acceptable,Poor,0
40430,Barunga West (DC),40504,Yorke Peninsula,0.0078388,Good,Poor,1
40430,Barunga West (DC),40502,Lower North,0.9921612,Good,Poor,0
40520,Berri and Barmera (DC),40703,Murray and Mallee,1,Good,Poor,0
40700,Burnside (C),40103,Burnside,1,Good,Poor,0
40910,Campbelltown (C) (SA),40104,Campbelltown (SA),1,Good,Poor,0
41010,Ceduna (DC),40601,Eyre Peninsula and South West,1,Good,Poor,0
41060,Charles Sturt (C),40402,Port Adelaide - West,0.0008601,Poor,Poor,1
41060,Charles Sturt (C),40403,West Torrens,0.0265112,Good,Poor,0
41060,Charles Sturt (C),40401,Charles Sturt,0.9726287,Good,Poor,0
41140,Clare and Gilbert Valleys (DC),40502,Lower North,1,Good,Poor,0
41190,Cleve (DC),40601,Eyre Peninsula and South West,1,Good,Poor,0
41330,Coober Pedy (DC),40602,Outback - North and East,1,Good,Poor,0
41560,Copper Coast (DC),40502,Lower North,0.0010625,Good,Poor,1
41560,Copper Coast (DC),40504,Yorke Peninsula,0.9989375,Good,Poor,0
41750,Elliston (DC),40601,Eyre Peninsula and South West,1,Good,Poor,0
41830,Flinders Ranges (DC),40602,Outback - North and East,1,Good,Poor,0
41960,Franklin Harbour (DC),40601,Eyre Peninsula and South West,1,Good,Poor,0
42030,Gawler (T),40201,Gawler - Two Wells,1,Acceptable,Poor,0
42110,Goyder (DC),40502,Lower North,1,Good,Poor,0
42250,Grant (DC),40702,Limestone Coast,1,Good,Poor,0
42600,Holdfast Bay (C),40403,West Torrens,0.0059603,Good,Poor,1
42600,Holdfast Bay (C),40302,Marion,0.0409526,Good,Poor,0
42600,Holdfast Bay (C),40301,Holdfast Bay,0.9530871,Good,Poor,0
42750,Kangaroo Island (DC),40701,Fleurieu - Kangaroo Island,1,Good,Poor,0
43080,Karoonda East Murray (DC),40703,Murray and Mallee,1,Good,Poor,0
43220,Kimba (DC),40601,Eyre Peninsula and South West,1,Good,Poor,0
43360,Kingston (DC) (SA),40702,Limestone Coast,1,Good,Poor,0
43650,Light (RegC),40201,Gawler - Two Wells,0.3670782,Acceptable,Poor,0
43650,Light (RegC),40501,Barossa,0.6329218,Acceptable,Poor,0
43710,Lower Eyre Peninsula (DC),40601,Eyre Peninsula and South West,1,Good,Poor,0
43790,Loxton Waikerie (DC),40703,Murray and Mallee,1,Good,Poor,0
43920,Mallala (DC),40501,Barossa,0.3616109,Acceptable,Poor,0
43920,Mallala (DC),40201,Gawler - Two Wells,0.6383891,Acceptable,Poor,0
44000,Maralinga Tjarutja (AC),40601,Eyre Peninsula and South West,1,Good,Poor,0
44060,Marion (C),40302,Marion,1,Good,Poor,0
44210,Mid Murray (DC),40703,Murray and Mallee,1,Good,Poor,0
44340,Mitcham (C),40304,Onkaparinga,0.0197386,Good,Poor,0
44340,Mitcham (C),40303,Mitcham,0.9802614,Good,Poor,0
44550,Mount Barker (DC),40102,Adelaide Hills,1,Good,Poor,0
44620,Mount Gambier (C),40702,Limestone Coast,1,Good,Poor,0
44830,Mount Remarkable (DC),40503,Mid North,1,Good,Poor,0
45040,Murray Bridge (RC),40703,Murray and Mallee,1,Good,Poor,0
45090,Naracoorte and Lucindale (DC),40702,Limestone Coast,1,Good,Poor,0
45120,Northern Areas (DC),40503,Mid North,1,Good,Poor,0
45290,Norwood Payneham St Peters (C),40105,Norwood - Payneham - St Peters,1,Good,Poor,0
45340,Onkaparinga (C),40304,Onkaparinga,1,Good,Poor,0
45400,Orroroo/Carrieton (DC),40503,Mid North,1,Good,Poor,0
45540,Peterborough (DC),40503,Mid North,1,Good,Poor,0
45680,Playford (C),40202,Playford,1,Good,Poor,0
45890,Port Adelaide Enfield (C),40205,Tea Tree Gully,0.0067273,Good,Poor,1
45890,Port Adelaide Enfield (C),40402,Port Adelaide - West,0.478596,Poor,Poor,0
45890,Port Adelaide Enfield (C),40203,Port Adelaide - East,0.5146767,Poor,Poor,0
46090,Port Augusta (C),40602,Outback - North and East,1,Good,Poor,0
46300,Port Lincoln (C),40601,Eyre Peninsula and South West,1,Good,Poor,0
46450,Port Pirie City and Dists (M),40502,Lower North,0.0031123,Good,Poor,1
46450,Port Pirie City and Dists (M),40503,Mid North,0.9968877,Good,Poor,0
46510,Prospect (C),40106,Prospect - Walkerville,1,Good,Poor,0
46670,Renmark Paringa (DC),40703,Murray and Mallee,1,Good,Poor,0
46860,Robe (DC),40702,Limestone Coast,1,Good,Poor,0
46970,Roxby Downs (M),40602,Outback - North and East,1,Good,Poor,0
47140,Salisbury (C),40202,Playford,0.0055903,Good,Poor,1
47140,Salisbury (C),40203,Port Adelaide - East,0.0196965,Poor,Poor,0
47140,Salisbury (C),40204,Salisbury,0.9747132,Good,Poor,0
47290,Southern Mallee (DC),40703,Murray and Mallee,1,Good,Poor,0
47490,Streaky Bay (DC),40601,Eyre Peninsula and South West,1,Good,Poor,0
47630,Tatiara (DC),40702,Limestone Coast,1,Good,Poor,0
47700,Tea Tree Gully (C),40204,Salisbury,0.0219104,Good,Poor,0
47700,Tea Tree Gully (C),40203,Port Adelaide - East,0.0288009,Poor,Poor,0
47700,Tea Tree Gully (C),40205,Tea Tree Gully,0.9492887,Good,Poor,0
47800,The Coorong (DC),40703,Murray and Mallee,1,Good,Poor,0
47910,Tumby Bay (DC),40601,Eyre Peninsula and South West,1,Good,Poor,0
47980,Unley (C),40107,Unley,1,Good,Poor,0
48050,Victor Harbor (C),40701,Fleurieu - Kangaroo Island,1,Good,Poor,0
48130,Wakefield (DC),40502,Lower North,1,Good,Poor,0
48260,Walkerville (M),40106,Prospect - Walkerville,1,Good,Poor,0
48340,Wattle Range (DC),40702,Limestone Coast,1,Good,Poor,0
48410,West Torrens (C),40403,West Torrens,1,Good,Poor,0
48540,Whyalla (C),40601,Eyre Peninsula and South West,1,Good,Poor,0
48640,Wudinna (DC),40601,Eyre Peninsula and South West,1,Good,Poor,0
48750,Yankalilla (DC),40701,Fleurieu - Kangaroo Island,1,Good,Poor,0
48830,Yorke Peninsula (DC),40504,Yorke Peninsula,1,Good,Poor,0
49399,Unincorporated SA,40703,Murray and Mallee,0.0016438,Good,Poor,1
49399,Unincorporated SA,40601,Eyre Peninsula and South West,0.1057951,Good,Poor,0
49399,Unincorporated SA,40602,Outback - North and East,0.8925611,Good,Poor,0
49499,No usual address (SA),49999,No usual address (SA),1,Good,Poor,0
49799,Migratory - Offshore - Shipping (SA),49797,Migratory - Offshore - Shipping (SA),1,Good,Poor,0
50080,Albany (C),50901,Albany,1,Good,Poor,0
50210,Armadale (C),50601,Armadale,1,Good,Poor,0
50250,Ashburton (S),51003,West Pilbara,1,Good,Poor,0
50280,Augusta-Margaret River (S),50101,Augusta - Margaret River - Busselton,1,Good,Poor,0
50350,Bassendean (T),50401,Bayswater - Bassendean,1,Good,Poor,0
50420,Bayswater (C),50302,Perth City,0.0112862,Poor,Poor,0
50420,Bayswater (C),50401,Bayswater - Bassendean,0.9887138,Good,Poor,0
50490,Belmont (C),50602,Belmont - Victoria Park,1,Good,Poor,0
50560,Beverley (S),50902,Wheat Belt - North,1,Good,Poor,0
50630,Boddington (S),50903,Wheat Belt - South,1,Good,Poor,0
50770,Boyup Brook (S),50103,Manjimup,1,Good,Poor,0
50840,Bridgetown-Greenbushes (S),50103,Manjimup,1,Good,Poor,0
50910,Brookton (S),50903,Wheat Belt - South,1,Good,Poor,0
50980,Broome (S),51001,Kimberley,1,Good,Poor,0
51080,Broomehill-Tambellup (S),50901,Albany,1,Good,Poor,0
51120,Bruce Rock (S),50902,Wheat Belt - North,1,Good,Poor,0
51190,Bunbury (C),50102,Bunbury,1,Good,Poor,0
51260,Busselton (C),50102,Bunbury,0.002082,Good,Poor,1
51260,Busselton (C),50101,Augusta - Margaret River - Busselton,0.997918,Good,Poor,0
51310,Cambridge (T),50302,Perth City,0.4855301,Poor,Poor,0
51310,Cambridge (T),50301,Cottesloe - Claremont,0.5144699,Acceptable,Poor,0
51330,Canning (C),50704,Melville,0.0054062,Good,Poor,1
51330,Canning (C),50603,Canning,0.9945938,Good,Poor,0
51400,Capel (S),50102,Bunbury,1,Good,Poor,0
51470,Carnamah (S),51104,Mid West,1,Good,Poor,0
51540,Carnarvon (S),51102,Gascoyne,1,Good,Poor,0
51610,Chapman Valley (S),51104,Mid West,1,Good,Poor,0
51680,Chittering (S),50902,Wheat Belt - North,1,Good,Poor,0
51750,Claremont (T),50301,Cottesloe - Claremont,1,Acceptable,Poor,0
51820,Cockburn (C),50702,Fremantle,0.0032045,Good,Poor,1
51820,Cockburn (C),50704,Melville,0.0201296,Good,Poor,0
51820,Cockburn (C),50701,Cockburn,0.9766659,Good,Poor,0
51890,Collie (S),50102,Bunbury,1,Good,Poor,0
51960,Coolgardie (S),51103,Goldfields,1,Good,Poor,0
52030,Coorow (S),51104,Mid West,1,Good,Poor,0
52100,Corrigin (S),50903,Wheat Belt - South,1,Good,Poor,0
52170,Cottesloe (T),50301,Cottesloe - Claremont,1,Acceptable,Poor,0
52240,Cranbrook (S),50901,Albany,1,Good,Poor,0
52310,Cuballing (S),50903,Wheat Belt - South,1,Good,Poor,0
52380,Cue (S),51104,Mid West,1,Good,Poor,0
52450,Cunderdin (S),50902,Wheat Belt - North,1,Good,Poor,0
52520,Dalwallinu (S),50902,Wheat Belt - North,1,Good,Poor,0
52590,Dandaragan (S),50902,Wheat Belt - North,1,Good,Poor,0
52660,Dardanup (S),50102,Bunbury,1,Good,Poor,0
52730,Denmark (S),50901,Albany,1,Good,Poor,0
52800,Derby-West Kimberley (S),51001,Kimberley,1,Good,Poor,0
52870,Donnybrook-Balingup (S),50103,Manjimup,1,Good,Poor,0
52940,Dowerin (S),50902,Wheat Belt - North,1,Good,Poor,0
53010,Dumbleyung (S),50903,Wheat Belt - South,1,Good,Poor,0
53080,Dundas (S),51103,Goldfields,1,Good,Poor,0
53150,East Fremantle (T),50702,Fremantle,1,Good,Poor,0
53220,East Pilbara (S),51002,East Pilbara,1,Good,Poor,0
53290,Esperance (S),51101,Esperance,1,Good,Poor,0
53360,Exmouth (S),51102,Gascoyne,1,Good,Poor,0
53430,Fremantle (C),50702,Fremantle,1,Good,Poor,0
53570,Gingin (S),50902,Wheat Belt - North,1,Good,Poor,0
53640,Gnowangerup (S),50901,Albany,1,Good,Poor,0
53710,Goomalling (S),50902,Wheat Belt - North,1,Good,Poor,0
53780,Gosnells (C),50604,Gosnells,1,Good,Poor,0
53800,Greater Geraldton (C),51104,Mid West,1,Good,Poor,0
53920,Halls Creek (S),51001,Kimberley,1,Good,Poor,0
53990,Harvey (S),50102,Bunbury,1,Good,Poor,0
54060,Irwin (S),51104,Mid West,1,Good,Poor,0
54130,Jerramungup (S),50901,Albany,1,Good,Poor,0
54170,Joondalup (C),50501,Joondalup,1,Good,Poor,0
54200,Kalamunda (S),50605,Kalamunda,1,Good,Poor,0
54280,Kalgoorlie/Boulder (C),51103,Goldfields,1,Good,Poor,0
54310,Karratha (C),51003,West Pilbara,1,Good,Poor,0
54340,Katanning (S),50901,Albany,1,Good,Poor,0
54410,Kellerberrin (S),50902,Wheat Belt - North,1,Good,Poor,0
54480,Kent (S),50901,Albany,1,Good,Poor,0
54550,Kojonup (S),50901,Albany,1,Good,Poor,0
54620,Kondinin (S),50903,Wheat Belt - South,1,Good,Poor,0
54690,Koorda (S),50902,Wheat Belt - North,1,Good,Poor,0
54760,Kulin (S),50903,Wheat Belt - South,1,Good,Poor,0
54830,Kwinana (C),50703,Kwinana,1,Good,Poor,0
54900,Lake Grace (S),50903,Wheat Belt - South,1,Good,Poor,0
54970,Laverton (S),51103,Goldfields,1,Good,Poor,0
55040,Leonora (S),51103,Goldfields,1,Good,Poor,0
55110,Mandurah (C),50201,Mandurah,1,Good,Poor,0
55180,Manjimup (S),50103,Manjimup,1,Good,Poor,0
55250,Meekatharra (S),51104,Mid West,1,Good,Poor,0
55320,Melville (C),50704,Melville,1,Good,Poor,0
55390,Menzies (S),51103,Goldfields,1,Good,Poor,0
55460,Merredin (S),50902,Wheat Belt - North,1,Good,Poor,0
55530,Mingenew (S),51104,Mid West,1,Good,Poor,0
55600,Moora (S),50902,Wheat Belt - North,1,Good,Poor,0
55670,Morawa (S),51104,Mid West,1,Good,Poor,0
55740,Mosman Park (T),50301,Cottesloe - Claremont,1,Acceptable,Poor,0
55810,Mount Magnet (S),51104,Mid West,1,Good,Poor,0
55880,Mount Marshall (S),50902,Wheat Belt - North,1,Good,Poor,0
55950,Mukinbudin (S),50902,Wheat Belt - North,1,Good,Poor,0
56090,Mundaring (S),50403,Swan,0.0180312,Good,Poor,0
56090,Mundaring (S),50402,Mundaring,0.9819688,Acceptable,Poor,0
