SA2_CODE_2021,SA2_NAME_2021,CED_CODE_2024,CED_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
117031646,Ultimo,141,Sydney,1,Good,Good,0
117031647,Waterloo,141,Sydney,1,Good,Good,0
117031648,Zetland,141,Sydney,1,Good,Good,0
118011339,Bondi - Tamarama - Bronte,144,Wentworth,1,Good,Good,0
118011340,Bondi Beach - North Bondi,144,Wentworth,1,Good,Good,0
118011341,Bondi Junction - Waverly,144,Wentworth,1,Good,Good,0
118011342,Centennial Park,144,Wentworth,1,Good,Good,0
118011344,Dover Heights,144,Wentworth,1,Good,Good,0
118011345,Paddington - Moore Park,122,Kingsford Smith,0.0008156,Good,Good,1
118011345,Paddington - Moore Park,144,Wentworth,0.9991844,Good,Good,0
118011346,Rose Bay - Vaucluse - Watsons Bay,144,Wentworth,1,Good,Good,0
118011347,Woollahra,144,Wentworth,1,Good,Good,0
118011649,Bellevue Hill,144,Wentworth,1,Good,Good,0
118011650,Double Bay - Darling Point,144,Wentworth,1,Good,Good,0
118021564,Kensington (NSW),122,Kingsford Smith,1,Good,Good,0
118021565,Kingsford,122,Kingsford Smith,1,Good,Good,0
118021566,Maroubra - North,122,Kingsford Smith,1,Good,Good,0
118021567,Maroubra - South,122,Kingsford Smith,1,Good,Good,0
118021568,Maroubra - West,122,Kingsford Smith,1,Good,Good,0
118021569,Randwick - North,144,Wentworth,1,Good,Good,0
118021570,Randwick - South,122,Kingsford Smith,1,Good,Good,0
118021651,Coogee - Clovelly,144,Wentworth,0.398795,Good,Good,0
118021651,Coogee - Clovelly,122,Kingsford Smith,0.601205,Good,Good,0
118021652,Malabar - La Perouse,122,Kingsford Smith,1,Good,Good,0
118021653,Matraville - Chifley,122,Kingsford Smith,1,Good,Good,0
118021654,South Coogee,122,Kingsford Smith,1,Good,Good,0
119011354,Bass Hill - Georges Hall,105,Blaxland,0.4133884,Good,Good,0
119011354,Bass Hill - Georges Hall,143,Watson,0.5866116,Good,Good,0
119011355,Chullora,143,Watson,0.0130803,Good,Good,0
119011355,Chullora,105,Blaxland,0.9869197,Good,Good,0
119011356,Condell Park,101,Banks,0.0015692,Good,Good,1
119011356,Condell Park,143,Watson,0.9984308,Good,Good,0
119011358,Padstow,101,Banks,1,Good,Good,0
119011360,Revesby,101,Banks,1,Good,Good,0
119011361,Yagoona - Birrong,105,Blaxland,0.1919043,Good,Good,0
119011361,Yagoona - Birrong,143,Watson,0.8080957,Good,Good,0
119011571,Bankstown - North,143,Watson,1,Good,Good,0
119011572,Bankstown - South,101,Banks,0.000381,Good,Good,1
119011572,Bankstown - South,143,Watson,0.999619,Good,Good,0
119011655,Greenacre - North,143,Watson,1,Good,Good,0
119011656,Greenacre - South,143,Watson,1,Good,Good,0
119011657,Panania (North) - Milperra,101,Banks,1,Good,Good,0
119011658,Panania (South) - Picnic Point,101,Banks,1,Good,Good,0
119021362,Belmore - Belfield,102,Barton,0.1612316,Good,Good,0
119021362,Belmore - Belfield,143,Watson,0.8387684,Good,Good,0
119021366,Punchbowl,101,Banks,0.310686,Good,Good,0
119021366,Punchbowl,143,Watson,0.689314,Good,Good,0
119021367,Roselands,101,Banks,0.4124219,Good,Good,0
119021367,Roselands,102,Barton,0.5875781,Good,Good,0
119021573,Lakemba,143,Watson,1,Good,Good,0
119021574,Wiley Park,143,Watson,1,Good,Good,0
119021659,Campsie - North,143,Watson,1,Good,Good,0
119021660,Campsie - South,143,Watson,1,Good,Good,0
119021661,Canterbury - South,143,Watson,0.114831,Good,Good,0
119021661,Canterbury - South,102,Barton,0.885169,Good,Good,0
119021662,Earlwood,102,Barton,1,Good,Good,0
119021663,Kingsgrove - North,102,Barton,1,Good,Good,0
119031370,Narwee - Beverly Hills,102,Barton,0.2644929,Good,Good,0
119031370,Narwee - Beverly Hills,101,Banks,0.7355071,Good,Good,0
119031371,Oatley - Hurstville Grove,101,Banks,1,Good,Good,0
119031372,Peakhurst - Lugarno,101,Banks,1,Good,Good,0
119031373,Riverwood,101,Banks,1,Good,Good,0
119031374,South Hurstville - Blakehurst,102,Barton,0.3028017,Good,Good,0
119031374,South Hurstville - Blakehurst,101,Banks,0.6971983,Good,Good,0
119031664,Hurstville - Central,102,Barton,1,Good,Good,0
119031665,Hurstville - North,102,Barton,1,Good,Good,0
119031666,Mortdale - Oatley,101,Banks,1,Good,Good,0
119031667,Penshurst,101,Banks,1,Good,Good,0
119041377,Kingsgrove (South) - Bardwell Park,102,Barton,1,Good,Good,0
119041378,Kogarah,102,Barton,1,Good,Good,0
119041379,Kogarah Bay - Carlton - Allawah,102,Barton,1,Good,Good,0
119041380,Monterey - Brighton-le-Sands - Kyeemagh,102,Barton,0.0061286,Good,Good,1
119041380,Monterey - Brighton-le-Sands - Kyeemagh,122,Kingsford Smith,0.9938714,Good,Good,0
119041381,Rockdale - Banksia,122,Kingsford Smith,0.0004052,Good,Good,1
119041381,Rockdale - Banksia,102,Barton,0.9995948,Good,Good,0
119041382,Sans Souci - Ramsgate,102,Barton,0.0625563,Good,Good,0
119041382,Sans Souci - Ramsgate,122,Kingsford Smith,0.1041031,Good,Good,0
119041382,Sans Souci - Ramsgate,109,Cook,0.8333407,Good,Good,0
119041668,Arncliffe - Bardwell Valley,102,Barton,1,Good,Good,0
119041669,Bexley - North,102,Barton,1,Good,Good,0
119041670,Bexley - South,102,Barton,1,Good,Good,0
119041671,Wolli Creek,102,Barton,1,Good,Good,0
120011383,Concord - Mortlake - Cabarita,136,Reid,1,Good,Good,0
120011385,Drummoyne - Rodd Point,136,Reid,1,Good,Good,0
120011386,Five Dock - Abbotsford,136,Reid,1,Good,Good,0
120011672,Concord West - North Strathfield,136,Reid,1,Good,Good,0
120011673,Rhodes,136,Reid,1,Good,Good,0
120021387,Balmain,141,Sydney,1,Good,Good,0
120021389,Lilyfield - Rozelle,141,Sydney,1,Good,Good,0
120021674,Annandale (NSW),141,Sydney,1.10E-06,Good,Good,1
120021674,Annandale (NSW),117,Grayndler,0.9999989,Good,Good,0
120021675,Leichhardt,117,Grayndler,1,Good,Good,0
120031392,Canterbury (North) - Ashbury,117,Grayndler,1,Good,Good,0
120031393,Croydon Park - Enfield,117,Grayndler,1,Good,Good,0
120031394,Dulwich Hill - Lewisham,117,Grayndler,1,Good,Good,0
120031395,Haberfield - Summer Hill,117,Grayndler,1,Good,Good,0
120031396,Homebush,136,Reid,1,Good,Good,0
120031576,Strathfield South,143,Watson,1,Good,Good,0
120031676,Ashfield - North,136,Reid,0.1331458,Good,Good,0
120031676,Ashfield - North,117,Grayndler,0.8668542,Good,Good,0
120031677,Ashfield - South,136,Reid,0.02246,Good,Good,0
120031677,Ashfield - South,117,Grayndler,0.97754,Good,Good,0
120031678,Burwood (NSW),136,Reid,1,Good,Good,0
120031679,Croydon,136,Reid,1,Good,Good,0
120031680,Strathfield - East,136,Reid,1,Good,Good,0
120031681,Strathfield - West,136,Reid,1,Good,Good,0
121011399,Chatswood (West) - Lane Cove North,106,Bradfield,0.1300253,Good,Good,0
121011399,Chatswood (West) - Lane Cove North,103,Bennelong,0.8699747,Good,Good,0
121011401,St Leonards - Naremburn,103,Bennelong,0.114765,Good,Good,0
121011401,St Leonards - Naremburn,106,Bradfield,0.885235,Good,Good,0
121011682,Artarmon,106,Bradfield,1,Good,Good,0
121011683,Castle Cove - Northbridge,106,Bradfield,1,Good,Good,0
121011684,Chatswood - East,106,Bradfield,1,Good,Good,0
121011685,Greenwich - Riverview,103,Bennelong,1,Good,Good,0
121011686,Lane Cove,103,Bennelong,1,Good,Good,0
121011687,Willoughby,106,Bradfield,1,Good,Good,0
121021403,Asquith - Mount Colah,104,Berowra,1,Good,Good,0
121021404,Berowra - Brooklyn - Cowan,104,Berowra,1,Good,Good,0
121021406,Normanhurst - Thornleigh - Westleigh,104,Berowra,1,Good,Good,0
121021577,Hornsby - East,104,Berowra,1,Good,Good,0
121021578,Hornsby - West,104,Berowra,1,Good,Good,0
121021579,Wahroonga (West) - Waitara,106,Bradfield,0.0126311,Good,Good,0
121021579,Wahroonga (West) - Waitara,104,Berowra,0.9873689,Good,Good,0
121031407,Gordon - Killara,106,Bradfield,1,Good,Good,0
121031408,Lindfield - Roseville,106,Bradfield,1,Good,Good,0
121031409,Pymble,106,Bradfield,1,Good,Good,0
121031410,St Ives,106,Bradfield,1,Good,Good,0
121031411,Turramurra,106,Bradfield,1,Good,Good,0
121031412,Wahroonga (East) - Warrawee,104,Berowra,0.0188086,Good,Good,0
121031412,Wahroonga (East) - Warrawee,106,Bradfield,0.9811914,Good,Good,0
121041413,Cremorne - Cammeray,142,Warringah,1,Good,Good,0
121041414,Crows Nest - Waverton,142,Warringah,1,Good,Good,0
121041416,Neutral Bay - Kirribilli,142,Warringah,1,Good,Good,0
121041417,North Sydney - Lavender Bay,142,Warringah,1,Good,Good,0
121041688,Mosman - North,142,Warringah,1,Good,Good,0
121041689,Mosman - South,142,Warringah,1,Good,Good,0
122011418,Balgowlah - Clontarf - Seaforth,142,Warringah,1,Good,Good,0
122011419,Manly - Fairlight,142,Warringah,1,Good,Good,0
122021420,Avalon - Palm Beach,126,Mackellar,1,Good,Good,0
122021421,Bayview - Elanora Heights,126,Mackellar,1,Good,Good,0
122021422,Newport - Bilgola,126,Mackellar,1,Good,Good,0
122021690,Mona Vale - Warriewood (North),126,Mackellar,1,Good,Good,0
122021691,North Narrabeen - Warriewood (South),126,Mackellar,1,Good,Good,0
122031424,Beacon Hill - Narraweena,142,Warringah,0.2939437,Good,Good,0
122031424,Beacon Hill - Narraweena,126,Mackellar,0.7060563,Good,Good,0
122031425,Cromer,126,Mackellar,1,Good,Good,0
122031427,Forestville - Killarney Heights,126,Mackellar,1,Good,Good,0
122031429,Freshwater - Brookvale,142,Warringah,1,Good,Good,0
122031430,Manly Vale - Allambie Heights,142,Warringah,1,Good,Good,0
122031432,Terrey Hills - Duffys Forest,126,Mackellar,1,Good,Good,0
122031692,Belrose,126,Mackellar,1,Good,Good,0
122031693,Collaroy - Collaroy Plateau,126,Mackellar,1,Good,Good,0
122031694,Dee Why (South) - North Curl Curl,126,Mackellar,1,Good,Good,0
122031695,Dee Why - North,126,Mackellar,1,Good,Good,0
122031696,Frenchs Forest - Oxford Falls,142,Warringah,6.00E-07,Good,Good,1
122031696,Frenchs Forest - Oxford Falls,126,Mackellar,0.9999994,Good,Good,0
122031697,Narrabeen - Wheeler Heights,126,Mackellar,1,Good,Good,0
123011433,Camden - Ellis Lane,120,Hume,1,Good,Good,0
123011698,Currans Hill,125,Macarthur,1,Good,Good,0
123011699,Elderslie - Narellan,120,Hume,1,Good,Good,0
123011700,Harrington Park,120,Hume,1,Good,Good,0
123011701,Mount Annan,120,Hume,1,Good,Good,0
123011702,Spring Farm,120,Hume,1,Good,Good,0
123021436,Bradbury - Wedderburn,125,Macarthur,1,Good,Good,0
123021437,Campbelltown - Woodbine,125,Macarthur,1,Good,Good,0
123021438,Claymore - Eagle Vale - Raby,125,Macarthur,1,Good,Good,0
123021439,Holsworthy Military Area,125,Macarthur,1,Good,Good,0
123021441,Leumeah - Minto Heights,125,Macarthur,1,Good,Good,0
123021443,Minto - St Andrews,125,Macarthur,1,Good,Good,0
123021444,Rosemeadow - Glen Alpine,125,Macarthur,1,Good,Good,0
123021703,Denham Court - Bardia,119,Hughes,0.2527439,Acceptable,Good,0
123021703,Denham Court - Bardia,125,Macarthur,0.7472561,Good,Good,0
123021704,Glenfield,145,Werriwa,0.3298659,Good,Good,0
123021704,Glenfield,119,Hughes,0.6701341,Acceptable,Good,0
123021705,Ingleburn,119,Hughes,1,Acceptable,Good,0
123021706,Macquarie Fields,119,Hughes,1,Acceptable,Good,0
123031445,Bargo,120,Hume,1,Good,Good,0
123031446,Douglas Park - Appin,120,Hume,1,Good,Good,0
123031447,Picton - Tahmoor - Buxton,146,Whitlam,0.0062034,Good,Good,1
123031447,Picton - Tahmoor - Buxton,120,Hume,0.9937966,Good,Good,0
123031448,The Oaks - Oakdale,120,Hume,1,Good,Good,0
124011449,Blackheath - Megalong Valley,127,Macquarie,1,Good,Good,0
124011450,Blaxland - Warrimoo - Lapstone,127,Macquarie,1,Good,Good,0
124011451,Blue Mountains - North,127,Macquarie,1,Good,Good,0
124011452,Katoomba - Leura,127,Macquarie,1,Good,Good,0
124011453,Lawson - Hazelbrook - Linden,127,Macquarie,1,Good,Good,0
124011454,Springwood - Winmalee,127,Macquarie,1,Good,Good,0
124011455,Wentworth Falls,127,Macquarie,1,Good,Good,0
124021456,Blue Mountains - South,127,Macquarie,1.00E-07,Good,Good,1
124021456,Blue Mountains - South,120,Hume,0.9999998,Good,Good,0
124031457,Cambridge Park,123,Lindsay,1,Good,Good,0
124031459,Emu Plains - Leonay,127,Macquarie,1,Good,Good,0
124031460,Glenmore Park - Regentville,123,Lindsay,1,Good,Good,0
124031461,Jamisontown - South Penrith,123,Lindsay,1,Good,Good,0
124031462,Kingswood - Werrington,123,Lindsay,1,Good,Good,0
124031463,Mulgoa - Luddenham - Orchard Hills,128,McMahon,0.0066593,Acceptable,Good,1
124031463,Mulgoa - Luddenham - Orchard Hills,120,Hume,0.1980923,Good,Good,0
124031463,Mulgoa - Luddenham - Orchard Hills,123,Lindsay,0.7952485,Good,Good,0
124031464,Penrith,123,Lindsay,1,Good,Good,0
124031465,Warragamba - Silverdale,120,Hume,1,Good,Good,0
124031707,Cranebrook - Castlereagh,123,Lindsay,1,Good,Good,0
124031708,Jordan Springs - Llandilo,123,Lindsay,1,Good,Good,0
124041466,Richmond - Clarendon,127,Macquarie,1,Good,Good,0
124041467,Windsor - Bligh Park,127,Macquarie,1,Good,Good,0
124041468,Yarramundi - Londonderry,127,Macquarie,0.1226068,Good,Good,0
124041468,Yarramundi - Londonderry,123,Lindsay,0.8773932,Good,Good,0
124051469,Erskine Park,128,McMahon,1,Acceptable,Good,0
124051470,St Clair,128,McMahon,1,Acceptable,Good,0
124051580,Colyton - Oxley Park,123,Lindsay,1,Good,Good,0
124051581,St Marys - North St Marys,123,Lindsay,1,Good,Good,0
125011475,Rookwood Cemetery,105,Blaxland,1,Good,Good,0
125011582,Auburn - Central,105,Blaxland,1,Good,Good,0
125011583,Auburn - North,105,Blaxland,1,Good,Good,0
125011584,Auburn - South,105,Blaxland,1,Good,Good,0
125011585,Berala,105,Blaxland,1,Good,Good,0
125011586,Lidcombe,136,Reid,0.4833791,Good,Good,0
125011586,Lidcombe,105,Blaxland,0.5166209,Good,Good,0
125011587,Regents Park,105,Blaxland,1,Good,Good,0
125011709,Silverwater - Newington,136,Reid,1,Good,Good,0
125011710,Wentworth Point - Sydney Olympic Park,136,Reid,1,Good,Good,0
125021477,Ermington - Rydalmere,134,Parramatta,1,Good,Good,0
125021478,Oatlands - Dundas Valley,134,Parramatta,1,Good,Good,0
125021711,Carlingford - East,134,Parramatta,1,Good,Good,0
125021712,Carlingford - West,134,Parramatta,1,Good,Good,0
125031479,Chester Hill - Sefton,105,Blaxland,1,Good,Good,0
125031480,Fairfield - East,105,Blaxland,0.2865352,Good,Good,0
125031480,Fairfield - East,115,Fowler,0.7134648,Acceptable,Good,0
125031481,Granville - Clyde,134,Parramatta,0.0040893,Good,Good,1
125031481,Granville - Clyde,105,Blaxland,0.9959107,Good,Good,0
125031483,Guildford - South Granville,105,Blaxland,1,Good,Good,0
125031484,Guildford West - Merrylands West,105,Blaxland,1,Good,Good,0
125031486,Smithfield Industrial,128,McMahon,1,Acceptable,Good,0
125031487,Yennora Industrial,105,Blaxland,1,Good,Good,0
125031713,Greystanes - South,128,McMahon,1,Acceptable,Good,0
125031714,Merrylands - Holroyd,105,Blaxland,1,Good,Good,0
125031715,Pemulwuy - Greystanes (North),128,McMahon,1,Acceptable,Good,0
125031716,South Wentworthville,105,Blaxland,1,Good,Good,0
125041489,North Parramatta,134,Parramatta,1,Good,Good,0
125041490,North Rocks,134,Parramatta,0.410425,Good,Good,0
125041490,North Rocks,129,Mitchell,0.589575,Good,Good,0
125041491,Northmead,129,Mitchell,0.4802795,Good,Good,0
125041491,Northmead,134,Parramatta,0.5197205,Good,Good,0
125041493,Toongabbie - Constitution Hill,129,Mitchell,0.1235518,Good,Good,0
125041493,Toongabbie - Constitution Hill,134,Parramatta,0.8764482,Good,Good,0
125041494,Winston Hills,129,Mitchell,1,Good,Good,0
125041588,Pendle Hill - Girraween,134,Parramatta,1,Good,Good,0
125041589,Wentworthville - Westmead,134,Parramatta,1,Good,Good,0
125041717,Parramatta - North,134,Parramatta,1,Good,Good,0
125041718,Parramatta - South,134,Parramatta,1,Good,Good,0
125041719,Rosehill - Harris Park,134,Parramatta,1,Good,Good,0
126011496,Pennant Hills - Cheltenham,104,Berowra,1,Good,Good,0
126011720,Epping (East) - North Epping,104,Berowra,1,Good,Good,0
126011721,Epping (NSW) - West,134,Parramatta,0.4307032,Good,Good,0
126011721,Epping (NSW) - West,104,Berowra,0.5692968,Good,Good,0
126021498,Gladesville - Huntleys Point,103,Bennelong,1,Good,Good,0
126021499,Hunters Hill - Woolwich,103,Bennelong,1,Good,Good,0
126021500,Macquarie Park - Marsfield,103,Bennelong,1,Good,Good,0
126021501,North Ryde - East Ryde,103,Bennelong,1,Good,Good,0
126021503,West Ryde - Meadowbank,103,Bennelong,1,Good,Good,0
126021590,Putney,103,Bennelong,1,Good,Good,0
126021722,Denistone,103,Bennelong,1,Good,Good,0
126021723,Eastwood,134,Parramatta,0.1447851,Good,Good,0
126021723,Eastwood,103,Bennelong,0.8552149,Good,Good,0
126021724,Ryde - North,103,Bennelong,1,Good,Good,0
126021725,Ryde - South,103,Bennelong,1,Good,Good,0
127011504,Ashcroft - Busby - Miller,145,Werriwa,1,Good,Good,0
127011505,Austral - Greendale,120,Hume,0.1884978,Good,Good,0
127011505,Austral - Greendale,145,Werriwa,0.8115022,Good,Good,0
127011592,Badgerys Creek,120,Hume,1,Good,Good,0
127011593,Cecil Hills,145,Werriwa,1,Good,Good,0
127011594,Green Valley,145,Werriwa,1,Good,Good,0
127011595,Hinchinbrook,145,Werriwa,1,Good,Good,0
127011596,Hoxton Park - Carnes Hill - Horningsea Park,145,Werriwa,1,Good,Good,0
127011597,West Hoxton - Middleton Grange,145,Werriwa,1,Good,Good,0
127011726,Cobbitty - Bringelly,120,Hume,1,Good,Good,0
127011727,Gledswood Hills - Gregory Hills,125,Macarthur,1,Good,Good,0
127011728,Leppington - Catherine Field,120,Hume,0.4255696,Good,Good,0
127011728,Leppington - Catherine Field,125,Macarthur,0.5744304,Good,Good,0
127011729,Oran Park,120,Hume,1,Good,Good,0
127021509,Bonnyrigg Heights - Bonnyrigg,115,Fowler,0.2620323,Acceptable,Good,0
127021509,Bonnyrigg Heights - Bonnyrigg,145,Werriwa,0.7379677,Good,Good,0
127021510,Bossley Park - Abbotsbury,128,McMahon,5.00E-07,Acceptable,Good,1
127021510,Bossley Park - Abbotsbury,115,Fowler,0.9999995,Acceptable,Good,0
127021511,Cabramatta - Lansvale,115,Fowler,1,Acceptable,Good,0
127021512,Cabramatta West - Mount Pritchard,145,Werriwa,0.1019425,Good,Good,0
127021512,Cabramatta West - Mount Pritchard,115,Fowler,0.8980575,Acceptable,Good,0
127021513,Canley Vale - Canley Heights,128,McMahon,0.0965285,Acceptable,Good,0
127021513,Canley Vale - Canley Heights,115,Fowler,0.9034715,Acceptable,Good,0
127021514,Edensor Park,115,Fowler,1,Acceptable,Good,0
127021515,Fairfield,128,McMahon,1,Acceptable,Good,0
127021516,Fairfield - West,115,Fowler,0.0726199,Acceptable,Good,0
127021516,Fairfield - West,128,McMahon,0.9273801,Acceptable,Good,0
127021517,Greenfield Park - Prairiewood,128,McMahon,0.0295974,Acceptable,Good,0
127021517,Greenfield Park - Prairiewood,115,Fowler,0.9704026,Acceptable,Good,0
127021518,Horsley Park - Kemps Creek,128,McMahon,1,Acceptable,Good,0
127021519,Smithfield - Wetherill Park,115,Fowler,0.304772,Acceptable,Good,0
127021519,Smithfield - Wetherill Park,128,McMahon,0.695228,Acceptable,Good,0
127021520,St Johns Park - Wakeley,115,Fowler,1,Acceptable,Good,0
127021521,Wetherill Park Industrial,128,McMahon,1,Acceptable,Good,0
127031522,Casula,119,Hughes,0.0002415,Acceptable,Good,1
127031522,Casula,145,Werriwa,0.9997585,Good,Good,0
127031523,Chipping Norton - Moorebank,115,Fowler,0.4524262,Acceptable,Good,0
127031523,Chipping Norton - Moorebank,119,Hughes,0.5475738,Acceptable,Good,0
127031524,Holsworthy - Wattle Grove,119,Hughes,1,Acceptable,Good,0
127031599,Lurnea - Cartwright,145,Werriwa,1,Good,Good,0
127031601,Warwick Farm,115,Fowler,1,Acceptable,Good,0
127031730,Edmondson Park,145,Werriwa,1,Good,Good,0
127031731,Liverpool - East,115,Fowler,1,Acceptable,Good,0
127031732,Liverpool - West,115,Fowler,1,Acceptable,Good,0
127031733,Prestons,145,Werriwa,1,Good,Good,0
128011529,Gymea - Grays Point,109,Cook,1,Good,Good,0
128011530,Miranda - Yowie Bay,109,Cook,1,Good,Good,0
128011531,Sylvania - Taren Point,109,Cook,1,Good,Good,0
128011602,Caringbah,109,Cook,1,Good,Good,0
128011603,Caringbah South,109,Cook,1,Good,Good,0
128011604,Cronulla - Kurnell - Bundeena,119,Hughes,0.1090089,Acceptable,Good,0
128011604,Cronulla - Kurnell - Bundeena,109,Cook,0.8909911,Good,Good,0
128011605,Lilli Pilli - Port Hacking - Dolans Bay,109,Cook,1,Good,Good,0
128011606,Woolooware - Burraneer,109,Cook,1,Good,Good,0
128021533,Heathcote - Waterfall,119,Hughes,1,Acceptable,Good,0
128021534,Illawong - Alfords Point,119,Hughes,1,Acceptable,Good,0
128021535,Menai - Lucas Heights - Woronora,119,Hughes,1,Acceptable,Good,0
128021536,Oyster Bay - Como - Jannali,119,Hughes,0.3759994,Acceptable,Good,0
128021536,Oyster Bay - Como - Jannali,109,Cook,0.6240006,Good,Good,0
128021537,Royal National Park,119,Hughes,1,Acceptable,Good,0
128021538,Sutherland - Kirrawee,119,Hughes,0.4179314,Acceptable,Good,0
128021538,Sutherland - Kirrawee,109,Cook,0.5820686,Good,Good,0
128021607,Engadine,119,Hughes,1,Acceptable,Good,0
128021608,Loftus - Yarrawarrah,119,Hughes,1,Acceptable,Good,0
128021609,Woronora Heights,119,Hughes,1,Acceptable,Good,0
197979799,Migratory - Offshore - Shipping (NSW),197,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
199999499,No usual address (NSW),194,No usual address (NSW),1,Good,Good,0
201011001,Alfredton,202,Ballarat,1,Good,Good,0
201011002,Ballarat,202,Ballarat,1,Good,Good,0
201011005,Buninyong,202,Ballarat,1,Good,Good,0
201011006,Delacombe,202,Ballarat,1,Good,Good,0
201011007,Smythes Creek,202,Ballarat,1,Good,Good,0
201011008,Wendouree - Miners Rest,202,Ballarat,1,Good,Good,0
201011481,Ballarat East - Warrenheip,202,Ballarat,1,Good,Good,0
201011482,Ballarat North - Invermay,202,Ballarat,1,Good,Good,0
201011483,Canadian - Mount Clear,202,Ballarat,1,Good,Good,0
201011484,Sebastopol - Redan,202,Ballarat,1,Good,Good,0
201021009,Bacchus Marsh Surrounds,219,Hawke,1,Good,Good,0
201021010,Creswick - Clunes,202,Ballarat,1,Good,Good,0
201021011,Daylesford,202,Ballarat,1,Good,Good,0
201021012,Gordon (Vic.),202,Ballarat,1,Good,Good,0
201031013,Avoca,202,Ballarat,0.0192808,Good,Good,0
201031013,Avoca,237,Wannon,0.2631021,Good,Good,0
201031013,Avoca,229,Mallee,0.7176171,Good,Good,0
201031014,Beaufort,202,Ballarat,0.0565536,Good,Good,0
201031014,Beaufort,237,Wannon,0.9434464,Good,Good,0
201031015,Golden Plains - North,202,Ballarat,1,Good,Good,0
201031016,Maryborough (Vic.),229,Mallee,1,Good,Good,0
201031017,Maryborough Surrounds,203,Bendigo,0.0021858,Good,Good,1
201031017,Maryborough Surrounds,229,Mallee,0.9978142,Good,Good,0
202011018,Bendigo,203,Bendigo,1,Good,Good,0
202011019,California Gully - Eaglehawk,203,Bendigo,1,Good,Good,0
202011020,East Bendigo - Kennington,203,Bendigo,1,Good,Good,0
202011021,Flora Hill - Spring Gully,203,Bendigo,1,Good,Good,0
202011022,Kangaroo Flat - Golden Square,203,Bendigo,1,Good,Good,0
202011023,Maiden Gully,203,Bendigo,1,Good,Good,0
202011024,Strathfieldsaye,203,Bendigo,1,Good,Good,0
202011025,White Hills - Ascot,203,Bendigo,1,Good,Good,0
202021026,Bendigo Surrounds - South,229,Mallee,0.0118717,Good,Good,0
202021026,Bendigo Surrounds - South,203,Bendigo,0.9881283,Good,Good,0
202021027,Castlemaine,203,Bendigo,1,Good,Good,0
202021028,Castlemaine Surrounds,229,Mallee,0.0023905,Good,Good,1
202021028,Castlemaine Surrounds,203,Bendigo,0.9976095,Good,Good,0
202021029,Heathcote,203,Bendigo,1,Good,Good,0
202021030,Kyneton,203,Bendigo,1,Good,Good,0
202021031,Woodend,231,McEwen,1,Good,Good,0
202031032,Bendigo Surrounds - North,229,Mallee,0.0299278,Good,Good,0
202031032,Bendigo Surrounds - North,203,Bendigo,0.9700722,Good,Good,0
202031033,Loddon,229,Mallee,1,Good,Good,0
203011034,Bannockburn,210,Corio,1,Good,Good,0
203011035,Golden Plains - South,210,Corio,0.0419419,Good,Good,0
203011035,Golden Plains - South,237,Wannon,0.2102164,Good,Good,0
203011035,Golden Plains - South,202,Ballarat,0.7478417,Good,Good,0
203011036,Winchelsea,237,Wannon,1,Good,Good,0
203021037,Belmont,210,Corio,1,Good,Good,0
203021039,Geelong,210,Corio,1,Good,Good,0
203021040,Geelong West - Hamlyn Heights,210,Corio,1,Good,Good,0
203021042,Highton,209,Corangamite,0.1068621,Good,Good,0
203021042,Highton,210,Corio,0.8931379,Good,Good,0
203021043,Lara,210,Corio,1,Good,Good,0
203021044,Leopold,209,Corangamite,1,Good,Good,0
203021045,Newcomb - Moolap,209,Corangamite,0.1177882,Good,Good,0
203021045,Newcomb - Moolap,210,Corio,0.8822118,Good,Good,0
203021046,Newtown (Vic.),210,Corio,1,Good,Good,0
203021047,North Geelong - Bell Park,210,Corio,1,Good,Good,0
203021485,Charlemont,209,Corangamite,1,Good,Good,0
203021486,Corio - Lovely Banks,210,Corio,1,Good,Good,0
203021487,Grovedale - Mount Duneed,209,Corangamite,1,Good,Good,0
203021488,Norlane,210,Corio,1,Good,Good,0
203031048,Clifton Springs,209,Corangamite,1,Good,Good,0
203031049,Lorne - Anglesea,237,Wannon,1,Good,Good,0
203031051,Portarlington,209,Corangamite,1,Good,Good,0
203031052,Point Lonsdale - Queenscliff,209,Corangamite,1,Good,Good,0
203031053,Torquay,209,Corangamite,1,Good,Good,0
203031489,Barwon Heads - Armstrong Creek,209,Corangamite,1,Good,Good,0
203031490,Ocean Grove,209,Corangamite,1,Good,Good,0
204011054,Alexandra,222,Indi,1,Good,Good,0
204011055,Euroa,235,Nicholls,0.1308138,Good,Good,0
204011055,Euroa,222,Indi,0.8691862,Good,Good,0
204011056,Kilmore - Broadford,235,Nicholls,1,Good,Good,0
204011057,Mansfield (Vic.),222,Indi,1,Good,Good,0
204011058,Nagambie,235,Nicholls,1,Good,Good,0
204011059,Seymour,235,Nicholls,1,Good,Good,0
204011060,Seymour Surrounds,203,Bendigo,0.290587,Good,Good,0
204011060,Seymour Surrounds,235,Nicholls,0.709413,Good,Good,0
204011061,Upper Yarra Valley,206,Casey,1,Good,Good,0
204011062,Yea,235,Nicholls,0.0078976,Good,Good,1
204011062,Yea,222,Indi,0.9921024,Good,Good,0
204021063,Benalla,222,Indi,1,Good,Good,0
