SAL_CODE_2021,SAL_NAME_2021,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
22071,Piggoreet,22490,Golden Plains,1,Good,Good,0
22072,Pimpinio,23190,Horsham,1,Good,Good,0
22073,Pine Grove (Vic.),21370,Campaspe,1,Good,Good,0
22074,Pine Lodge (Vic.),22830,Greater Shepparton,1,Good,Good,0
22075,Pine Mountain (Vic.),26670,Towong,1,Good,Good,0
22076,Pine View,22250,Gannawarra,1,Good,Good,0
22077,Pioneer Bay,20740,Bass Coast,1,Good,Good,0
22078,Pipers Creek,24130,Macedon Ranges,1,Good,Good,0
22079,Pira,26610,Swan Hill,1,Good,Good,0
22080,Piries,24250,Mansfield,1,Good,Good,0
22081,Pirron Yallock,21750,Colac Otway,0.8344859,Good,Good,0
22081,Pirron Yallock,21830,Corangamite,0.1655141,Good,Good,0
22082,Pitfield,22490,Golden Plains,1,Good,Good,0
22083,Pittong,22490,Golden Plains,0.7268603,Good,Good,0
22083,Pittong,25990,Pyrenees,0.2731397,Good,Good,0
22084,Plenty (Vic.),25710,Nillumbik,1,Good,Good,0
22085,Plumpton (Vic.),24650,Melton,1,Good,Good,0
22086,Point Cook,27260,Wyndham,1,Good,Good,0
22087,Point Leo,25340,Mornington Peninsula,1,Good,Good,0
22088,Point Lonsdale,22750,Greater Geelong,0.5360297,Good,Good,0
22088,Point Lonsdale,26080,Queenscliffe,0.4639703,Poor,Good,0
22089,Point Wilson,22750,Greater Geelong,1,Good,Good,0
22090,Polisbet,26610,Swan Hill,1,Good,Good,0
22091,Pomborneit,21830,Corangamite,1,Good,Good,0
22092,Pomborneit East,21830,Corangamite,1,Good,Good,0
22093,Pomborneit North,21830,Corangamite,1,Good,Good,0
22094,Pomonal,20260,Ararat,0.9999722,Good,Good,0
22094,Pomonal,25810,Northern Grampians,2.78E-05,Good,Good,1
22095,Pompapiel,23940,Loddon,1,Good,Good,0
22096,Poolaijelo,26890,West Wimmera,1,Good,Good,0
22097,Pootilla,25150,Moorabool,1,Good,Good,0
22098,Poowong,26170,South Gippsland,1,Good,Good,0
22099,Poowong East,20830,Baw Baw,0.3024526,Good,Good,0
22099,Poowong East,26170,South Gippsland,0.6975474,Good,Good,0
22100,Poowong North,20830,Baw Baw,0.0878451,Good,Good,0
22100,Poowong North,26170,South Gippsland,0.9121549,Good,Good,0
22101,Porcupine Ridge,22910,Hepburn,1,Good,Good,0
22102,Porepunkah,20110,Alpine,1,Good,Good,0
22103,Port Albert,26810,Wellington,1,Good,Good,0
22104,Port Campbell,21830,Corangamite,1,Good,Good,0
22105,Port Fairy,25490,Moyne,1,Good,Good,0
22106,Port Franklin,26170,South Gippsland,1,Good,Good,0
22107,Port Melbourne,24600,Melbourne,0.0005829,Good,Good,1
22107,Port Melbourne,25900,Port Phillip,0.9994171,Acceptable,Good,0
22108,Port Welshpool,26170,South Gippsland,1,Good,Good,0
22109,Portarlington,22750,Greater Geelong,1,Good,Good,0
22110,Portland (Vic.),22410,Glenelg,1,Good,Good,0
22111,Portland North,22410,Glenelg,1,Good,Good,0
22112,Portland West,22410,Glenelg,1,Good,Good,0
22113,Portsea,25340,Mornington Peninsula,1,Good,Good,0
22114,Pound Creek,20740,Bass Coast,0.277769,Good,Good,0
22114,Pound Creek,26170,South Gippsland,0.722231,Good,Good,0
22115,Powelltown,27450,Yarra Ranges,1,Good,Good,0
22116,Powers Creek,26890,West Wimmera,1,Good,Good,0
22117,Powlett Plains,23940,Loddon,1,Good,Good,0
22118,Prahran,26350,Stonnington,1,Good,Good,0
22119,Prairie (Vic.),23940,Loddon,1,Good,Good,0
22120,Pranjip,26430,Strathbogie,1,Good,Good,0
22121,Preston (Vic.),21890,Darebin,1,Good,Good,0
22122,Princes Hill,27350,Yarra,1,Good,Good,0
22123,Princetown,21830,Corangamite,1,Good,Good,0
22124,Puckapunyal,24850,Mitchell,1,Good,Good,0
22125,Pura Pura,20260,Ararat,0.6039975,Good,Good,0
22125,Pura Pura,25490,Moyne,0.3960025,Good,Good,0
22126,Purdeet,25490,Moyne,1,Good,Good,0
22127,Purnim,25490,Moyne,1,Good,Good,0
22128,Purnim West,25490,Moyne,1,Good,Good,0
22129,Pyalong,24850,Mitchell,1,Good,Good,0
22130,Pyramid Hill,23940,Loddon,1,Good,Good,0
22131,Quambatook,22250,Gannawarra,1,Good,Good,0
22132,Quandong,27260,Wyndham,1,Good,Good,0
22133,Quantong,23190,Horsham,1,Good,Good,0
22134,Quarry Hill,22620,Greater Bendigo,1,Good,Good,0
22135,Queenscliff (Vic.),26080,Queenscliffe,1,Poor,Good,0
22136,Raglan (Vic.),25990,Pyrenees,1,Good,Good,0
22137,Rainbow,22980,Hindmarsh,0.9529452,Good,Good,0
22137,Rainbow,27630,Yarriambiack,0.0470548,Good,Good,0
22138,Ranceby,26170,South Gippsland,1,Good,Good,0
22139,Rathscar,25990,Pyrenees,1,Good,Good,0
22140,Rathscar West,25990,Pyrenees,1,Good,Good,0
22141,Ravenhall,24650,Melton,1,Good,Good,0
22142,Ravenswood (Vic.),22620,Greater Bendigo,0.9841061,Good,Good,0
22142,Ravenswood (Vic.),25430,Mount Alexander,0.0158939,Good,Good,0
22143,Ravenswood South,25430,Mount Alexander,1,Good,Good,0
22144,Rawson,20830,Baw Baw,1,Good,Good,0
22145,Raymond Island,22110,East Gippsland,1,Good,Good,0
22146,Raywood,22620,Greater Bendigo,0.8224119,Good,Good,0
22146,Raywood,23940,Loddon,0.1775881,Good,Good,0
22147,Red Cliffs,24780,Mildura,1,Good,Good,0
22148,Red Hill (Vic.),25340,Mornington Peninsula,1,Good,Good,0
22149,Red Hill South,25340,Mornington Peninsula,1,Good,Good,0
22150,Red Lion,21670,Central Goldfields,1,Good,Good,0
22151,Redan,20570,Ballarat,1,Good,Good,0
22152,Redbank (Vic.),25810,Northern Grampians,0.2000761,Good,Good,0
22152,Redbank (Vic.),25990,Pyrenees,0.7999239,Good,Good,0
22153,Redcastle,21370,Campaspe,0.7352639,Good,Good,0
22153,Redcastle,22620,Greater Bendigo,0.2647361,Good,Good,0
22154,Redesdale,22620,Greater Bendigo,0.6500033,Good,Good,0
22154,Redesdale,25430,Mount Alexander,0.3499967,Good,Good,0
22155,Reedy Creek (Vic.),24850,Mitchell,1,Good,Good,0
22156,Reedy Dam,21270,Buloke,1,Good,Good,0
22157,Reedy Flat,22110,East Gippsland,1,Good,Good,0
22158,Reedy Lake,22250,Gannawarra,1,Good,Good,0
22159,Reefton (Vic.),27450,Yarra Ranges,1,Good,Good,0
22160,Research,25710,Nillumbik,1,Good,Good,0
22161,Reservoir (Vic.),21890,Darebin,1,Good,Good,0
22162,Reynard,24250,Mansfield,0.3333333,Good,Good,0
22162,Reynard,26810,Wellington,0.6666667,Good,Good,0
22163,Rheola,23940,Loddon,1,Good,Good,0
22164,Rhyll,20740,Bass Coast,1,Good,Good,0
22165,Rhymney,20260,Ararat,1,Good,Good,0
22166,Riachella,25810,Northern Grampians,1,Good,Good,0
22167,Rich Avon,21270,Buloke,1,Good,Good,0
22168,Rich Avon East,25810,Northern Grampians,1,Good,Good,0
22169,Rich Avon West,25810,Northern Grampians,1,Good,Good,0
22170,Richmond (Vic.),27350,Yarra,1,Good,Good,0
22171,Richmond Plains,21270,Buloke,0.3337029,Good,Good,0
22171,Richmond Plains,23940,Loddon,0.6662971,Good,Good,0
22172,Riddells Creek,24130,Macedon Ranges,1,Good,Good,0
22173,Riggs Creek,26430,Strathbogie,1,Good,Good,0
22174,Ringwood (Vic.),24410,Maroondah,1,Good,Good,0
22175,Ringwood East,24410,Maroondah,1,Good,Good,0
22176,Ringwood North,24210,Manningham,0.0378643,Good,Good,0
22176,Ringwood North,24410,Maroondah,0.9621357,Good,Good,0
22177,Ripplebrook,20830,Baw Baw,1,Good,Good,0
22178,Rippleside,22750,Greater Geelong,1,Good,Good,0
22179,Ripponlea,25900,Port Phillip,1,Acceptable,Good,0
22180,Riverside (Vic.),23190,Horsham,1,Good,Good,0
22181,Riverslea,26810,Wellington,1,Good,Good,0
22182,Robertsons Beach,26810,Wellington,1,Good,Good,0
22183,Robinvale,26610,Swan Hill,1,Good,Good,0
22184,Rochester (Vic.),21370,Campaspe,1,Good,Good,0
22185,Rochford,24130,Macedon Ranges,1,Good,Good,0
22186,Rockbank,24650,Melton,1,Good,Good,0
22187,Rocklands,26260,Southern Grampians,1,Good,Good,0
22188,Rocklyn,22910,Hepburn,1,Good,Good,0
22189,Rocky Point (Vic.),20260,Ararat,1,Good,Good,0
22190,Rokeby (Vic.),20830,Baw Baw,1,Good,Good,0
22191,Rokewood,22490,Golden Plains,1,Good,Good,0
22192,Rokewood Junction,22490,Golden Plains,1,Good,Good,0
22193,Romsey,24130,Macedon Ranges,1,Good,Good,0
22194,Rosanna,20660,Banyule,1,Acceptable,Good,0
22195,Rose River,26700,Wangaratta,1,Good,Good,0
22196,Rosebery (Vic.),27630,Yarriambiack,1,Good,Good,0
22197,Rosebrook (Vic.),25490,Moyne,1,Good,Good,0
22198,Rosebud,25340,Mornington Peninsula,1,Good,Good,0
22199,Rosedale (Vic.),26810,Wellington,1,Good,Good,0
22200,Roses Gap,25810,Northern Grampians,1,Good,Good,0
22201,Rosewhite,20110,Alpine,1,Good,Good,0
22202,Roslynmead,21370,Campaspe,1,Good,Good,0
22203,Ross Creek (Vic.),22490,Golden Plains,1,Good,Good,0
22204,Rossbridge,20260,Ararat,1,Good,Good,0
22205,Rostron,25810,Northern Grampians,1,Good,Good,0
22206,Rowsley,25150,Moorabool,1,Good,Good,0
22207,Rowville,23670,Knox,1,Good,Good,0
22208,Roxburgh Park,23270,Hume,1,Good,Good,0
22209,Rubicon,25620,Murrindindi,1,Good,Good,0
22210,Ruby,26170,South Gippsland,1,Good,Good,0
22211,Ruffy,25620,Murrindindi,0.0606556,Good,Good,0
22211,Ruffy,26430,Strathbogie,0.9393444,Good,Good,0
22212,Running Creek (Vic.),20110,Alpine,1,Good,Good,0
22213,Runnymede (Vic.),21370,Campaspe,1,Good,Good,0
22214,Rupanyup,27630,Yarriambiack,1,Good,Good,0
22215,Rushworth,21370,Campaspe,1,Good,Good,0
22216,Russells Bridge,22490,Golden Plains,1,Good,Good,0
22217,Rutherglen,23350,Indigo,1,Good,Good,0
22218,Ryans,22110,East Gippsland,1,Good,Good,0
22219,Ryanston,20740,Bass Coast,1,Good,Good,0
22220,Rye,25340,Mornington Peninsula,1,Good,Good,0
22221,Rythdale,21450,Cardinia,1,Good,Good,0
22222,Safety Beach (Vic.),25340,Mornington Peninsula,1,Good,Good,0
22223,Sailors Falls,22910,Hepburn,1,Good,Good,0
22224,Sailors Gully,22620,Greater Bendigo,1,Good,Good,0
22225,Sailors Hill,22910,Hepburn,1,Good,Good,0
22226,Sale,26810,Wellington,1,Good,Good,0
22227,Salisbury West,23940,Loddon,1,Good,Good,0
22228,Samaria,21010,Benalla,1,Good,Good,0
22229,San Remo (Vic.),20740,Bass Coast,1,Good,Good,0
22230,Sandford (Vic.),22410,Glenelg,1,Good,Good,0
22231,Sandhill Lake,22250,Gannawarra,1,Good,Good,0
22232,Sandhurst,22170,Frankston,1,Good,Good,0
22233,Sandon (Vic.),25430,Mount Alexander,1,Good,Good,0
22234,Sandringham (Vic.),20910,Bayside (Vic.),1,Good,Good,0
22235,Sandy Creek (Vic.),23350,Indigo,1,Good,Good,0
22236,Sandy Point (Vic.),26170,South Gippsland,1,Good,Good,0
22237,Sargood,26810,Wellington,1,Good,Good,0
22238,Sarsfield,22110,East Gippsland,1,Good,Good,0
22239,Sassafras (Vic.),27450,Yarra Ranges,1,Good,Good,0
22240,Sawmill Settlement,24250,Mansfield,1,Good,Good,0
22241,Scarsdale,22490,Golden Plains,1,Good,Good,0
22242,Scoresby,23670,Knox,1,Good,Good,0
22243,Scotchmans Lead,20570,Ballarat,1,Good,Good,0
22244,Scotsburn,20570,Ballarat,0.611561,Good,Good,0
22244,Scotsburn,25150,Moorabool,0.388439,Good,Good,0
22245,Scotts Creek (Vic.),21830,Corangamite,1,Good,Good,0
22246,Sea Lake,21270,Buloke,1,Good,Good,0
22247,Seabrook,23110,Hobsons Bay,1,Good,Good,0
22248,Seacombe,26810,Wellington,1,Good,Good,0
22249,Seaford (Vic.),22170,Frankston,1,Good,Good,0
22250,Seaholme,23110,Hobsons Bay,1,Good,Good,0
22251,Seaspray,26810,Wellington,1,Good,Good,0
22252,Seaton (Vic.),26810,Wellington,1,Good,Good,0
22253,Seaview,20830,Baw Baw,1,Good,Good,0
22254,Sebastian,22620,Greater Bendigo,0.9999602,Good,Good,0
22254,Sebastian,23940,Loddon,3.98E-05,Good,Good,1
22255,Sebastopol (Vic.),20570,Ballarat,1,Good,Good,0
22256,Seddon (Vic.),24330,Maribyrnong,1,Good,Good,0
22257,Sedgwick,22620,Greater Bendigo,1,Good,Good,0
22258,Selby,27450,Yarra Ranges,1,Good,Good,0
22259,Selwyn (Vic.),20110,Alpine,1,Good,Good,0
22260,Separation Creek,21750,Colac Otway,1,Good,Good,0
22261,Serpentine (Vic.),23940,Loddon,1,Good,Good,0
22262,Serviceton,26890,West Wimmera,1,Good,Good,0
22263,Seville,27450,Yarra Ranges,1,Good,Good,0
22264,Seville East,27450,Yarra Ranges,1,Good,Good,0
22265,Seymour (Vic.),24850,Mitchell,1,Good,Good,0
22266,Shady Creek,20830,Baw Baw,1,Good,Good,0
22267,Shays Flat,25810,Northern Grampians,1,Good,Good,0
22268,She Oaks,22490,Golden Plains,1,Good,Good,0
22269,Sheans Creek,26430,Strathbogie,1,Good,Good,0
22270,Sheep Hills,27630,Yarriambiack,1,Good,Good,0
22271,Shelbourne,22620,Greater Bendigo,0.853366,Good,Good,0
22271,Shelbourne,23940,Loddon,0.146634,Good,Good,0
22272,Shelford,22490,Golden Plains,1,Good,Good,0
22273,Shelley (Vic.),26670,Towong,1,Good,Good,0
22274,Shepherds Flat,22910,Hepburn,1,Good,Good,0
22275,Shepparton,22830,Greater Shepparton,1,Good,Good,0
22276,Shepparton East,22830,Greater Shepparton,1,Good,Good,0
22277,Shepparton North,22830,Greater Shepparton,1,Good,Good,0
22278,Sherbrooke,27450,Yarra Ranges,1,Good,Good,0
22279,Shoreham,25340,Mornington Peninsula,1,Good,Good,0
22280,Sidonia,24130,Macedon Ranges,1,Good,Good,0
22281,Silvan,27450,Yarra Ranges,1,Good,Good,0
22282,Silverleaves,20740,Bass Coast,1,Good,Good,0
22283,Simpson (Vic.),21750,Colac Otway,3.43E-05,Good,Good,1
22283,Simpson (Vic.),21830,Corangamite,0.9999657,Good,Good,0
22284,Simpsons Creek,22110,East Gippsland,1,Good,Good,0
22285,Simson,21670,Central Goldfields,1,Good,Good,0
22286,Skenes Creek,21750,Colac Otway,1,Good,Good,0
22287,Skenes Creek North,21750,Colac Otway,1,Good,Good,0
22288,Skibo,21830,Corangamite,1,Good,Good,0
22289,Skinners Flat,23940,Loddon,1,Good,Good,0
22290,Skipton,21830,Corangamite,0.8984996,Good,Good,0
22290,Skipton,25990,Pyrenees,0.1015004,Good,Good,0
22291,Skye (Vic.),22170,Frankston,1,Good,Good,0
22292,Slaty Creek,25810,Northern Grampians,1,Good,Good,0
22293,Smeaton,22910,Hepburn,1,Good,Good,0
22294,Smiths Beach,20740,Bass Coast,1,Good,Good,0
22295,Smiths Gully,25710,Nillumbik,1,Good,Good,0
22296,Smokeytown,22910,Hepburn,1,Good,Good,0
22297,Smoko,20110,Alpine,1,Good,Good,0
22298,Smythes Creek,20570,Ballarat,0.2742426,Good,Good,0
22298,Smythes Creek,22490,Golden Plains,0.7257574,Good,Good,0
22299,Smythesdale,22490,Golden Plains,0.9623542,Good,Good,0
22299,Smythesdale,25990,Pyrenees,0.0376458,Good,Good,0
22300,Snake Island,26810,Wellington,1,Good,Good,0
22301,Snake Valley,25990,Pyrenees,1,Good,Good,0
22302,Soldiers Hill (Vic.),20570,Ballarat,1,Good,Good,0
22303,Somers,25340,Mornington Peninsula,1,Good,Good,0
22304,Somerton (Vic.),23270,Hume,1,Good,Good,0
22305,Somerville (Vic.),25340,Mornington Peninsula,1,Good,Good,0
22306,Sorrento (Vic.),25340,Mornington Peninsula,1,Good,Good,0
22307,South Dudley,20740,Bass Coast,1,Good,Good,0
22308,South Geelong,22750,Greater Geelong,1,Good,Good,0
22309,South Kingsville,23110,Hobsons Bay,1,Good,Good,0
22310,South Melbourne,25900,Port Phillip,1,Acceptable,Good,0
22311,South Morang,27070,Whittlesea,1,Good,Good,0
22312,South Purrumbete,21830,Corangamite,1,Good,Good,0
22313,South Wharf,24600,Melbourne,1,Good,Good,0
22314,South Yarra,24600,Melbourne,0.1555475,Good,Good,0
22314,South Yarra,26350,Stonnington,0.8444525,Good,Good,0
22315,Southbank,24600,Melbourne,0.9937212,Good,Good,0
22315,Southbank,25900,Port Phillip,0.0062788,Acceptable,Good,1
22316,Southern Cross (Vic.),25490,Moyne,1,Good,Good,0
22317,Spargo Creek,25150,Moorabool,1,Good,Good,0
22318,Speed,27630,Yarriambiack,1,Good,Good,0
22319,Spotswood,23110,Hobsons Bay,1,Good,Good,0
22320,Spring Gully (Vic.),22620,Greater Bendigo,1,Good,Good,0
22321,Spring Hill (Vic.),22910,Hepburn,0.4776684,Good,Good,0
22321,Spring Hill (Vic.),24130,Macedon Ranges,0.5223316,Good,Good,0
22322,Springbank,25150,Moorabool,1,Good,Good,0
22323,Springdallah,22490,Golden Plains,1,Good,Good,0
22324,Springfield (Buloke - Vic.),21270,Buloke,1,Good,Good,0
22325,Springfield (Macedon Ranges - Vic.),24130,Macedon Ranges,1,Good,Good,0
22326,Springhurst,26700,Wangaratta,1,Good,Good,0
22327,Springmount,22910,Hepburn,1,Good,Good,0
22328,Springvale (Vic.),22670,Greater Dandenong,1,Good,Good,0
22329,Springvale South,22670,Greater Dandenong,1,Good,Good,0
22330,St Albans (Vic.),21180,Brimbank,1,Good,Good,0
22331,St Albans Park,22750,Greater Geelong,1,Good,Good,0
22332,St Andrews (Vic.),25710,Nillumbik,1,Good,Good,0
22333,St Andrews Beach,25340,Mornington Peninsula,1,Good,Good,0
22334,St Arnaud,25810,Northern Grampians,1,Good,Good,0
22335,St Arnaud East,25810,Northern Grampians,1,Good,Good,0
22336,St Arnaud North,25810,Northern Grampians,1,Good,Good,0
22337,St Clair (Vic.),20740,Bass Coast,1,Good,Good,0
22338,St Germains,22830,Greater Shepparton,1,Good,Good,0
22339,St Helena,20660,Banyule,1,Acceptable,Good,0
22340,St Helens (Vic.),25490,Moyne,1,Good,Good,0
22341,St Helens Plains,23190,Horsham,1,Good,Good,0
22342,St James (Vic.),24900,Moira,1,Good,Good,0
22343,St Kilda (Vic.),25900,Port Phillip,1,Acceptable,Good,0
22344,St Kilda East,22310,Glen Eira,0.3304634,Good,Good,0
22344,St Kilda East,25900,Port Phillip,0.6695366,Acceptable,Good,0
22345,St Kilda West,25900,Port Phillip,1,Acceptable,Good,0
22346,St Leonards (Vic.),22750,Greater Geelong,1,Good,Good,0
22347,Staceys Bridge,26810,Wellington,1,Good,Good,0
22348,Staffordshire Reef,22490,Golden Plains,1,Good,Good,0
22349,Staghorn Flat,23350,Indigo,0.5276197,Good,Good,0
22349,Staghorn Flat,27170,Wodonga,0.4723803,Good,Good,0
22350,Stanhope (Vic.),21370,Campaspe,1,Good,Good,0
22351,Stanley (Vic.),23350,Indigo,1,Good,Good,0
22352,Staughton Vale,22750,Greater Geelong,1,Good,Good,0
22353,Stavely,20260,Ararat,1,Good,Good,0
22354,Stawell,25810,Northern Grampians,1,Good,Good,0
22355,Steels Creek,27450,Yarra Ranges,1,Good,Good,0
22356,Steiglitz (Vic.),22490,Golden Plains,1,Good,Good,0
22357,Stewarton (Vic.),21010,Benalla,0.8906906,Good,Good,0
22357,Stewarton (Vic.),22830,Greater Shepparton,0.1093094,Good,Good,0
22358,Stirling (Vic.),22110,East Gippsland,1,Good,Good,0
22359,Stockdale,26810,Wellington,1,Good,Good,0
22360,Stockyard Hill,25990,Pyrenees,1,Good,Good,0
22361,Stonehaven,22490,Golden Plains,1,Good,Good,0
22362,Stoneleigh (Vic.),25990,Pyrenees,1,Good,Good,0
22363,Stony Creek (Central Goldfields - Vic.),21670,Central Goldfields,1,Good,Good,0
22364,Stony Creek (South Gippsland - Vic.),26170,South Gippsland,1,Good,Good,0
22365,Stonyford,21750,Colac Otway,0.4098656,Good,Good,0
22365,Stonyford,21830,Corangamite,0.5901344,Good,Good,0
22366,Stradbroke,26810,Wellington,1,Good,Good,0
22367,Strangways,22910,Hepburn,0.1960016,Good,Good,0
22367,Strangways,25430,Mount Alexander,0.8039984,Good,Good,0
22368,Straten,21270,Buloke,1,Good,Good,0
22369,Stratford (Vic.),26810,Wellington,1,Good,Good,0
22370,Strath Creek,25620,Murrindindi,1,Good,Good,0
22371,Strathallan,21370,Campaspe,1,Good,Good,0
22372,Strathbogie,26430,Strathbogie,1,Good,Good,0
22373,Strathdale,22620,Greater Bendigo,1,Good,Good,0
22374,Strathdownie,22410,Glenelg,1,Good,Good,0
22375,Strathewen,25710,Nillumbik,1,Good,Good,0
22376,Strathfieldsaye,22620,Greater Bendigo,1,Good,Good,0
22377,Strathkellar,26260,Southern Grampians,1,Good,Good,0
22378,Strathlea,21670,Central Goldfields,0.0969716,Good,Good,0
22378,Strathlea,25430,Mount Alexander,0.9030284,Good,Good,0
22379,Strathmerton,24900,Moira,1,Good,Good,0
22380,Strathmore (Vic.),25060,Moonee Valley,1,Good,Good,0
22381,Strathmore Heights,25060,Moonee Valley,1,Good,Good,0
22382,Strathtulloh,24650,Melton,1,Good,Good,0
22383,Streatham,20260,Ararat,0.8437168,Good,Good,0
22383,Streatham,25990,Pyrenees,0.1562832,Good,Good,0
22384,Strzelecki (Vic.),20830,Baw Baw,0.1495982,Good,Good,0
22384,Strzelecki (Vic.),26170,South Gippsland,0.8504018,Good,Good,0
22385,Stuart Mill,25810,Northern Grampians,1,Good,Good,0
22386,Sugarloaf (Vic.),21750,Colac Otway,1,Good,Good,0
22387,Sugarloaf Creek,24850,Mitchell,1,Good,Good,0
22388,Suggan Buggan,22110,East Gippsland,1,Good,Good,0
22389,Sulky,20570,Ballarat,0.4302807,Good,Good,0
22389,Sulky,22910,Hepburn,0.5697193,Good,Good,0
22390,Summerlands,20740,Bass Coast,1,Good,Good,0
22391,Sunbury,23270,Hume,1,Good,Good,0
22392,Sunday Creek,24850,Mitchell,1,Good,Good,0
22393,Sunderland Bay,20740,Bass Coast,1,Good,Good,0
22394,Sunset Strip (Vic.),20740,Bass Coast,1,Good,Good,0
22395,Sunshine (Vic.),21180,Brimbank,1,Good,Good,0
22396,Sunshine North,21180,Brimbank,1,Good,Good,0
22397,Sunshine West,21180,Brimbank,1,Good,Good,0
22398,Surf Beach (Vic.),20740,Bass Coast,1,Good,Good,0
22399,Surrey Hills,21110,Boroondara,0.6066935,Good,Good,0
22399,Surrey Hills,26980,Whitehorse,0.3933065,Good,Good,0
22400,Sutherland (Vic.),25810,Northern Grampians,1,Good,Good,0
22401,Sutherlands Creek,22490,Golden Plains,1,Good,Good,0
22402,Sutton (Vic.),21270,Buloke,1,Good,Good,0
22403,Sutton Grange,25430,Mount Alexander,1,Good,Good,0
22404,Swan Bay (Vic.),22750,Greater Geelong,0.9998059,Good,Good,0
22404,Swan Bay (Vic.),26080,Queenscliffe,0.0001941,Poor,Good,1
22405,Swan Hill,26610,Swan Hill,1,Good,Good,0
22406,Swan Hill West,26610,Swan Hill,1,Good,Good,0
22407,Swan Island,26080,Queenscliffe,1,Poor,Good,0
22408,Swan Marsh,21750,Colac Otway,1,Good,Good,0
22409,Swan Reach (Vic.),22110,East Gippsland,1,Good,Good,0
22410,Swanpool,21010,Benalla,1,Good,Good,0
22411,Swanwater,25810,Northern Grampians,1,Good,Good,0
22412,Swanwater West,25810,Northern Grampians,1,Good,Good,0
22413,Swifts Creek,22110,East Gippsland,1,Good,Good,0
22414,Sydenham (Vic.),21180,Brimbank,1,Good,Good,0
22415,Sylvaterre,23940,Loddon,1,Good,Good,0
22416,Tabberabbera,22110,East Gippsland,1,Good,Good,0
22417,Tabilk,26430,Strathbogie,1,Good,Good,0
22418,Tabor,26260,Southern Grampians,1,Good,Good,0
22419,Taggerty,25620,Murrindindi,1,Good,Good,0
22420,Tahara,22410,Glenelg,0.371502,Good,Good,0
22420,Tahara,26260,Southern Grampians,0.628498,Good,Good,0
22421,Tahara Bridge,22410,Glenelg,1,Good,Good,0
22422,Tahara West,22410,Glenelg,1,Good,Good,0
22423,Talbot (Vic.),21670,Central Goldfields,1,Good,Good,0
22424,Talgarno,26670,Towong,1,Good,Good,0
22425,Tallandoon,26670,Towong,1,Good,Good,0
22426,Tallangatta,26670,Towong,1,Good,Good,0
22427,Tallangatta East,26670,Towong,1,Good,Good,0
22428,Tallangatta South,26670,Towong,1,Good,Good,0
22429,Tallangatta Valley,26670,Towong,1,Good,Good,0
22430,Tallarook,24850,Mitchell,1,Good,Good,0
22431,Tallygaroopna,22830,Greater Shepparton,1,Good,Good,0
22432,Tambo Crossing,22110,East Gippsland,1,Good,Good,0
22433,Tambo Upper,22110,East Gippsland,1,Good,Good,0
22434,Tamboon,22110,East Gippsland,1,Good,Good,0
22435,Tamboritha,26810,Wellington,1,Good,Good,0
22436,Taminick,21010,Benalla,1,Good,Good,0
22437,Tamleugh,26430,Strathbogie,1,Good,Good,0
22438,Tamleugh North,22830,Greater Shepparton,1,Good,Good,0
22439,Tandarook,21830,Corangamite,1,Good,Good,0
22440,Tandarra,23940,Loddon,1,Good,Good,0
22441,Tangambalanga,23350,Indigo,1,Good,Good,0
22442,Tanjil,20830,Baw Baw,1,Good,Good,0
22443,Tanjil Bren,20830,Baw Baw,1,Good,Good,0
22444,Tanjil South,20830,Baw Baw,0.5859577,Good,Good,0
22444,Tanjil South,23810,Latrobe (Vic.),0.4140423,Good,Good,0
22445,Tanwood,25990,Pyrenees,1,Good,Good,0
22446,Tanybryn,21750,Colac Otway,1,Good,Good,0
22447,Taradale (Vic.),22910,Hepburn,1.90E-05,Good,Good,1
22447,Taradale (Vic.),25430,Mount Alexander,0.999981,Good,Good,0
22448,Tarcombe,24850,Mitchell,0.4473961,Good,Good,0
22448,Tarcombe,26430,Strathbogie,0.5526039,Good,Good,0
22449,Tarilta,22910,Hepburn,0.4443211,Good,Good,0
22449,Tarilta,25430,Mount Alexander,0.5556789,Good,Good,0
22450,Tarnagulla,23940,Loddon,1,Good,Good,0
22451,Tarneit,27260,Wyndham,1,Good,Good,0
22452,Tarnook,21010,Benalla,1,Good,Good,0
22453,Taroon,21830,Corangamite,0.4063086,Good,Good,0
22453,Taroon,25490,Moyne,0.5936914,Good,Good,0
22454,Tarra Valley,26810,Wellington,1,Good,Good,0
22455,Tarranyurk,22980,Hindmarsh,1,Good,Good,0
22456,Tarraville,26810,Wellington,1,Good,Good,0
22457,Tarrawarra,27450,Yarra Ranges,1,Good,Good,0
22458,Tarrawingee,26700,Wangaratta,1,Good,Good,0
22459,Tarrayoukyan,26260,Southern Grampians,1,Good,Good,0
22460,Tarrengower,25430,Mount Alexander,1,Good,Good,0
22461,Tarrenlea,26260,Southern Grampians,1,Good,Good,0
22462,Tarrington,26260,Southern Grampians,1,Good,Good,0
22463,Tarrone,25490,Moyne,1,Good,Good,0
22464,Tarwin,26170,South Gippsland,1,Good,Good,0
22465,Tarwin Lower,26170,South Gippsland,1,Good,Good,0
22466,Tatong,21010,Benalla,1,Good,Good,0
22467,Tatura,22830,Greater Shepparton,1,Good,Good,0
22468,Tatura East,22830,Greater Shepparton,1,Good,Good,0
